timestamp,sensor_id,speed,temperature,precipitation
2026-09-01T00:00:00,717447,66.49014245902548,22.0,0.0
2026-09-01T00:00:00,717512,63.385207096478226,22.0,0.0
2026-09-01T00:00:00,717446,61.897539875821785,22.0,1.8
2026-09-01T00:00:00,717445,60.69758912914424,22.0,0.0
2026-09-01T00:00:00,717458,64.93763844651396,22.0,1.8
2026-09-01T00:00:00,717459,61.30230418745052,22.0,0.0
2026-09-01T00:00:00,717460,56.391576842186936,22.0,0.0
2026-09-01T00:00:00,717461,58.22768013074968,22.0,0.0
2026-09-01T00:00:00,717462,56.125886814689885,22.0,0.0
2026-09-01T00:00:00,717463,48.460159266018394,22.0,0.0
2026-09-01T00:05:00,717447,61.96150663898228,22.08332730530057,0.0
2026-09-01T00:05:00,717512,64.74274199777136,22.08332730530057,0.0
2026-09-01T00:05:00,717446,66.9969463067502,22.08332730530057,0.0
2026-09-01T00:05:00,717445,60.72267109852594,22.08332730530057,0.0
2026-09-01T00:05:00,717458,58.56685182641,22.08332730530057,0.0
2026-09-01T00:05:00,717459,59.33276776911515,22.08332730530057,0.0
2026-09-01T00:05:00,717460,55.99808393022913,22.08332730530057,0.0
2026-09-01T00:05:00,717461,55.72491875060572,22.08332730530057,0.0
2026-09-01T00:05:00,717462,55.35950832577175,22.08332730530057,1.8
2026-09-01T00:05:00,717463,51.026867213117846,22.08332730530057,0.0
2026-09-01T00:10:00,717447,67.46763473628431,22.166618445544078,0.0
2026-09-01T00:10:00,717512,60.137469050061675,22.166618445544078,0.0
2026-09-01T00:10:00,717446,58.61544185327946,22.166618445544078,0.0
2026-09-01T00:10:00,717445,61.99058370758211,22.166618445544078,0.0
2026-09-01T00:10:00,717458,62.415399739960975,22.166618445544078,1.8
2026-09-01T00:10:00,717459,59.51410484354466,22.166618445544078,0.0
2026-09-01T00:10:00,717460,57.45305515281002,22.166618445544078,0.0
2026-09-01T00:10:00,717461,55.69668891320688,22.166618445544078,0.0
2026-09-01T00:10:00,717462,54.018083687095384,22.166618445544078,0.0
2026-09-01T00:10:00,717463,57.3713666786315,22.166618445544078,0.0
2026-09-01T00:15:00,717447,65.97225190814049,22.249837271369522,1.8
2026-09-01T00:15:00,717512,62.64475315870715,22.249837271369522,0.0
2026-09-01T00:15:00,717446,60.569233999038225,22.249837271369522,1.8
2026-09-01T00:15:00,717445,63.23502886647871,22.249837271369522,0.0
